variable,year,level
PODIAG10,2022,K57.90
PODIAG10,2022,K57.92
PODIAG10,2022,K59.01
PODIAG10,2022,K59.39
PODIAG10,2022,K59.9
PODIAG10,2022,K62.3
PODIAG10,2022,K62.6
PODIAG10,2022,K62.89
PODIAG10,2022,K63.1
PODIAG10,2022,K63.2
PODIAG10,2022,K63.5
PODIAG10,2022,K63.89
PODIAG10,2022,K65.9
PODIAG10,2022,K66.8
PODIAG10,2022,K81.1
PODIAG10,2022,K82.4
PODIAG10,2022,K86.0
PODIAG10,2022,K86.1
PODIAG10,2022,K86.2
PODIAG10,2022,K86.89
PODIAG10,2022,K86.9
PODIAG10,2022,K92.2
PODIAG10,2022,M67.40
PODIAG10,2022,M72.6
PODIAG10,2022,M96.89
PODIAG10,2022,N13.5
PODIAG10,2022,N26.1
PODIAG10,2022,N28.89
PODIAG10,2022,N28.9
PODIAG10,2022,N32.1
PODIAG10,2022,N36.0
PODIAG10,2022,N39.3
PODIAG10,2022,N61.0
PODIAG10,2022,N62
PODIAG10,2022,N64.4
PODIAG10,2022,N64.89
PODIAG10,2022,N65.0
PODIAG10,2022,N65.1
PODIAG10,2022,N70.93
PODIAG10,2022,N80.0
PODIAG10,2022,N80.3
PODIAG10,2022,N80.9
PODIAG10,2022,N81.10
PODIAG10,2022,N81.11
PODIAG10,2022,N81.3
PODIAG10,2022,N81.4
PODIAG10,2022,N81.6
PODIAG10,2022,N81.9
PODIAG10,2022,N83.202
PODIAG10,2022,N83.209
PODIAG10,2022,N83.291
PODIAG10,2022,N83.292
PODIAG10,2022,N83.299
PODIAG10,2022,N83.8
PODIAG10,2022,N85.00
PODIAG10,2022,N85.01
PODIAG10,2022,N85.02
PODIAG10,2022,N85.8
PODIAG10,2022,N87.1
PODIAG10,2022,N87.9
PODIAG10,2022,N92.0
PODIAG10,2022,N92.1
PODIAG10,2022,N93.8
PODIAG10,2022,N93.9
PODIAG10,2022,N94.6
PODIAG10,2022,N94.89
PODIAG10,2022,N94.9
PODIAG10,2022,N95.0
PODIAG10,2022,N99.3
PODIAG10,2022,N99.85
PODIAG10,2022,O44.03
PODIAG10,2022,Q61.3
PODIAG10,2022,R10.11
PODIAG10,2022,R10.2
PODIAG10,2022,R10.31
PODIAG10,2022,R16.0
PODIAG10,2022,R19.00
PODIAG10,2022,R19.01
PODIAG10,2022,R59.1
PODIAG10,2022,R87.619
PODIAG10,2022,R92.8
PODIAG10,2022,R93.89
PODIAG10,2022,S31.000D
PODIAG10,2022,S41.001A
PODIAG10,2022,S41.102A
PODIAG10,2022,T83.721A
PODIAG10,2022,T85.79XA
PODIAG10,2022,Z15.01
PODIAG10,2022,Z15.09
PODIAG10,2022,Z15.89
PODIAG10,2022,Z80.41
PODIAG10,2022,Z85.3
PODIAG10,2022,Z90.11
PODIAG10,2022,Z90.12
PODIAG10,2022,Z90.13
PODIAG10,2022,Z93.2
PODIAG10,2022,Z93.3
PODIAG10,2022,Z98.82
PODIAG10,2022,Z98.890
PODIAG10,2023,A04.72
PODIAG10,2023,B97.7
PODIAG10,2023,C06.9
PODIAG10,2023,C17.0
PODIAG10,2023,C18.2
PODIAG10,2023,C18.3
PODIAG10,2023,C18.4
PODIAG10,2023,C18.5
PODIAG10,2023,C18.7
PODIAG10,2023,C18.9
PODIAG10,2023,C19
PODIAG10,2023,C20
PODIAG10,2023,C21.0
PODIAG10,2023,C22.0
PODIAG10,2023,C23
PODIAG10,2023,C24.1
PODIAG10,2023,C25.0
PODIAG10,2023,C25.9
PODIAG10,2023,C31.0
PODIAG10,2023,C32.1
PODIAG10,2023,C41.9
PODIAG10,2023,C44.311
PODIAG10,2023,C44.32
PODIAG10,2023,C44.321
PODIAG10,2023,C44.329
PODIAG10,2023,C44.90
PODIAG10,2023,C48.2
PODIAG10,2023,C49.11
PODIAG10,2023,C50.31
PODIAG10,2023,C50.312
PODIAG10,2023,C50.411
PODIAG10,2023,C50.412
PODIAG10,2023,C50.419
PODIAG10,2023,C50.511
PODIAG10,2023,C50.811
PODIAG10,2023,C50.812
PODIAG10,2023,C50.819
PODIAG10,2023,C50.911
PODIAG10,2023,C50.919
PODIAG10,2023,C51.1
PODIAG10,2023,C53.1
PODIAG10,2023,C53.9
PODIAG10,2023,C54.1
PODIAG10,2023,C54.2
PODIAG10,2023,C54.9
PODIAG10,2023,C55
PODIAG10,2023,C56.1
PODIAG10,2023,C56.2
PODIAG10,2023,C56.3
PODIAG10,2023,C56.9
PODIAG10,2023,C61
PODIAG10,2023,C64.1
PODIAG10,2023,C64.2
PODIAG10,2023,C64.9
PODIAG10,2023,C67.9
PODIAG10,2023,C68.9
PODIAG10,2023,C78.5
PODIAG10,2023,C78.7
PODIAG10,2023,C78.8
PODIAG10,2023,C79.89
PODIAG10,2023,C7A.8
PODIAG10,2023,C80.0
PODIAG10,2023,C80.1
PODIAG10,2023,D05.11
PODIAG10,2023,D05.12
PODIAG10,2023,D06.9
PODIAG10,2023,D11.9
PODIAG10,2023,D12.0
PODIAG10,2023,D12.3
PODIAG10,2023,D12.5
PODIAG10,2023,D12.6
PODIAG10,2023,D13.2
PODIAG10,2023,D13.6
PODIAG10,2023,D21.9
PODIAG10,2023,D23.5
PODIAG10,2023,D25.1
PODIAG10,2023,D25.2
PODIAG10,2023,D25.9
PODIAG10,2023,D27.9
PODIAG10,2023,D39.11
PODIAG10,2023,D39.12
PODIAG10,2023,D3A.8
PODIAG10,2023,D48.9
PODIAG10,2023,D49.0
PODIAG10,2023,D49.519
PODIAG10,2023,D49.59
PODIAG10,2023,D49.89
PODIAG10,2023,E66.01
PODIAG10,2023,E66.9
PODIAG10,2023,F64.9
PODIAG10,2023,J39.2
PODIAG10,2023,K11.8
PODIAG10,2023,K21.9
PODIAG10,2023,K35.21
PODIAG10,2023,K35.80
PODIAG10,2023,K38.8
PODIAG10,2023,K42
PODIAG10,2023,K42.0
PODIAG10,2023,K42.9
PODIAG10,2023,K43
PODIAG10,2023,K43.0
PODIAG10,2023,K43.2
PODIAG10,2023,K43.3
PODIAG10,2023,K43.6
PODIAG10,2023,K43.9
PODIAG10,2023,K45.0
PODIAG10,2023,K45.8
PODIAG10,2023,K46.9
PODIAG10,2023,K50.00
PODIAG10,2023,K50.012
PODIAG10,2023,K50.014
PODIAG10,2023,K50.018
PODIAG10,2023,K50.019
PODIAG10,2023,K50.111
PODIAG10,2023,K50.112
PODIAG10,2023,K50.113
PODIAG10,2023,K50.119
PODIAG10,2023,K50.9
PODIAG10,2023,K50.912
PODIAG10,2023,K51.00
PODIAG10,2023,K51.011
PODIAG10,2023,K51.919
PODIAG10,2023,K52.9
PODIAG10,2023,K56.2
PODIAG10,2023,K56.600
PODIAG10,2023,K56.601
PODIAG10,2023,K56.609
PODIAG10,2023,K56.699
PODIAG10,2023,K57.2
PODIAG10,2023,K57.20
PODIAG10,2023,K57.32
PODIAG10,2023,K57.8
PODIAG10,2023,K57.90
PODIAG10,2023,K57.92
PODIAG10,2023,K59.00
PODIAG10,2023,K59.09
PODIAG10,2023,K62.3
PODIAG10,2023,K62.89
PODIAG10,2023,K63.1
PODIAG10,2023,K63.2
PODIAG10,2023,K63.5
PODIAG10,2023,K63.89
PODIAG10,2023,K65.1
PODIAG10,2023,K66.8
PODIAG10,2023,K76.89
PODIAG10,2023,K81.9
PODIAG10,2023,K82.8
PODIAG10,2023,K86.2
PODIAG10,2023,K86.89
PODIAG10,2023,K92.1
PODIAG10,2023,L59.8
PODIAG10,2023,L89.153
PODIAG10,2023,M25.511
PODIAG10,2023,M54.2
PODIAG10,2023,M95.0
PODIAG10,2023,N12
PODIAG10,2023,N13.5
PODIAG10,2023,N25.1
PODIAG10,2023,N26.1
PODIAG10,2023,N28.89
PODIAG10,2023,N32.1
PODIAG10,2023,N39.3
PODIAG10,2023,N39.46
PODIAG10,2023,N62
PODIAG10,2023,N64.89
PODIAG10,2023,N65
PODIAG10,2023,N65.0
PODIAG10,2023,N80.03
PODIAG10,2023,N80.9
PODIAG10,2023,N81.10
PODIAG10,2023,N81.2
PODIAG10,2023,N81.3
PODIAG10,2023,N81.4
PODIAG10,2023,N81.6
PODIAG10,2023,N81.9
PODIAG10,2023,N82.4
PODIAG10,2023,N83.201
PODIAG10,2023,N83.202
PODIAG10,2023,N83.209
PODIAG10,2023,N83.291
PODIAG10,2023,N83.292
PODIAG10,2023,N83.299
PODIAG10,2023,N83.8
PODIAG10,2023,N85.00
PODIAG10,2023,N85.01
PODIAG10,2023,N85.02
PODIAG10,2023,N85.7
PODIAG10,2023,N85.8
PODIAG10,2023,N87.1
PODIAG10,2023,N87.9
PODIAG10,2023,N89.8
PODIAG10,2023,N92.0
PODIAG10,2023,N92.1
PODIAG10,2023,N92.6
PODIAG10,2023,N93.9
PODIAG10,2023,N94.6
PODIAG10,2023,N94.89
PODIAG10,2023,N95.0
PODIAG10,2023,N99.3
PODIAG10,2023,N99.85
PODIAG10,2023,O43.219
PODIAG10,2023,Q43.1
PODIAG10,2023,Q51.0
PODIAG10,2023,Q61.2
PODIAG10,2023,Q61.3
PODIAG10,2023,R10.2
PODIAG10,2023,R10.84
PODIAG10,2023,R16.0
PODIAG10,2023,R19.0
PODIAG10,2023,R19.00
PODIAG10,2023,R19.03
PODIAG10,2023,R19.09
PODIAG10,2023,R19.8
PODIAG10,2023,R32
PODIAG10,2023,R93.89
PODIAG10,2023,S01.80XS
PODIAG10,2023,S88.119S
PODIAG10,2023,T83.32XD
PODIAG10,2023,Z15.01
PODIAG10,2023,Z15.09
PODIAG10,2023,Z15.89
PODIAG10,2023,Z85.3
PODIAG10,2023,Z90.11
PODIAG10,2023,Z90.12
PODIAG10,2023,Z90.13
PODIAG10,2023,Z93.2
PODIAG10,2023,Z93.3
PODIAGTX,2013,ABDOMINAL ANEURYSM RUPTURED
PODIAGTX,2013,ABDOMINAL ANEURYSM WITHOUT RUPTURE
PODIAGTX,2013,ABDOMINAL OR PELVIC SWELLING MASS OR LUMP UNSPECIFIED SITE
PODIAGTX,2013,ABDOMINAL PAIN
PODIAGTX,2013,ABSCESS OF INTESTINE
PODIAGTX,2013,ACHALASIA AND CARDIOSPASM
PODIAGTX,2013,ACQUIRED ABSENCE OF BREAST AND NIPPLE
PODIAGTX,2013,ACQUIRED DEFORMITY OF NOSE
PODIAGTX,2013,ACQUIRED MUSCULOSKELETAL DEFORMITY OF OTHER SPECIFIED SITE
PODIAGTX,2013,ACUTE AND CHRONIC RESPIRATORY FAILURE
PODIAGTX,2013,ACUTE APPENDICITIS WITH GENERALIZED PERITONITIS
PODIAGTX,2013,ACUTE APPENDICITIS WITH PERITONEAL ABSCESS
PODIAGTX,2013,ACUTE APPENDICITIS WITHOUT PERITONITIS
PODIAGTX,2013,ACUTE CHOLECYSTITIS
PODIAGTX,2013,ACUTE RESPIRATORY FAILURE
PODIAGTX,2013,ACUTE VASCULAR INSUFFICIENCY OF INTESTINE
PODIAGTX,2013,ANEURYSM OF ILIAC ARTERY
PODIAGTX,2013,ANOMALIES OF SPLEEN CONGENITAL
PODIAGTX,2013,ARTERIAL EMBOLISM AND THROMBOSIS OF LOWER EXTREMITY
PODIAGTX,2013,ARTERIAL EMBOLISM AND THROMBOSIS OF UPPER EXTREMITY
PODIAGTX,2013,ASYMPTOMATIC VARICOSE VEINS
PODIAGTX,2013,ATHEROEMBOLISM OF LOWER EXTREMITY
PODIAGTX,2013,ATHEROSCLEROSIS OF AORTA
PODIAGTX,2013,ATHEROSCLEROSIS OF NATIVE ARTERIES OF THE EXTREMITIES UNSPECIFIED
PODIAGTX,2013,ATHEROSCLEROSIS OF NATIVE ARTERIES OF THE EXTREMITIES WITH REST PAIN
PODIAGTX,2013,ATTENTION TO COLOSTOMY
PODIAGTX,2013,ATTENTION TO ILEOSTOMY
PODIAGTX,2013,BELL'S PALSY
PODIAGTX,2013,BENIGN CARCINOID TUMOR OF OTHER SITES
PODIAGTX,2013,BENIGN NEOPLASM OF BREAST
PODIAGTX,2013,BENIGN NEOPLASM OF COLON
PODIAGTX,2013,BENIGN NEOPLASM OF DUODENUM JEJUNUM AND ILEUM
PODIAGTX,2013,BENIGN NEOPLASM OF ISLETS OF LANGERHANS
PODIAGTX,2013,BENIGN NEOPLASM OF KIDNEY EXCEPT PELVIS
PODIAGTX,2013,BENIGN NEOPLASM OF LARYNX
PODIAGTX,2013,BENIGN NEOPLASM OF LIVER AND BILIARY PASSAGES
PODIAGTX,2013,BENIGN NEOPLASM OF OTHER SPECIFIED SITES
PODIAGTX,2013,BENIGN NEOPLASM OF PARATHYROID GLAND
PODIAGTX,2013,BENIGN NEOPLASM OF RECTUM AND ANAL CANAL
PODIAGTX,2013,BENIGN NEOPLASM OF RETROPERITONEUM AND PERITONEUM
PODIAGTX,2013,BENIGN NEOPLASM OF THYROID GLANDS
PODIAGTX,2013,BILATERAL INGUINAL HERNIA WITHOUT OBSTRUCTION OR GANGRENE
PODIAGTX,2013,BILIARY CIRRHOSIS
PODIAGTX,2013,BLADDER NECK OBSTRUCTION
PODIAGTX,2013,CALCULUS OF BILE DUCT WITH ACUTE CHOLECYSTITIS WITHOUT OBSTRUCTION
PODIAGTX,2013,CALCULUS OF BILE DUCT WITH OTHER CHOLECYSTITIS WITHOUT OBSTRUCTION
PODIAGTX,2013,CALCULUS OF GALLBLADDER AND BILE DUCT WITH ACUTE AND CHRONIC CHOLECYSTITIS WITHOUT OBSTRUCTION
PODIAGTX,2013,CALCULUS OF GALLBLADDER AND BILE DUCT WITHOUT CHOLECYSTITIS WITHOUT OBSTRUCTION
PODIAGTX,2013,CALCULUS OF GALLBLADDER WITH ACUTE CHOLECYSTITIS
PODIAGTX,2013,CALCULUS OF GALLBLADDER WITH ACUTE CHOLECYSTITIS WITHOUT OBSTRUCTION
PODIAGTX,2013,CALCULUS OF GALLBLADDER WITH OTHER CHOLECYSTITIS WITHOUT OBSTRUCTION
PODIAGTX,2013,CALCULUS OF GALLBLADDER WITHOUT CHOLECYSTITIS WITHOUT OBSTRUCTION
PODIAGTX,2013,CARCINOMA IN SITU OF BREAST
PODIAGTX,2013,CELLULITIS AND ABSCESS OF LEG EXCEPT FOOT
PODIAGTX,2013,CEREBRAL ARTERY OCCLUSION UNSPECIFIED WITH CEREBRAL INFARCTION
PODIAGTX,2013,CHOLECYSTITIS UNSPECIFIED
PODIAGTX,2013,CHRONIC ATTICOANTRAL SUPPURATIVE OTITIS MEDIA
PODIAGTX,2013,CHRONIC CHOLECYSTITIS
PODIAGTX,2013,CHRONIC LYMPHOCYTIC THYROIDITIS
PODIAGTX,2013,CHRONIC OR UNSPECIFIED GASTRIC ULCER WITH PERFORATION WITHOUT OBSTRUCTION
PODIAGTX,2013,CHRONIC PANCREATITIS
PODIAGTX,2013,COMPLICATIONS OF TRANSPLANTED KIDNEY
PODIAGTX,2013,CYSTOCELE LATERAL
PODIAGTX,2013,DIABETES WITH OTHER SPECIFIED MANIFESTATIONS TYPE II OR UNSPECIFIED TYPE NOT STATED AS UNCONTROLLED
PODIAGTX,2013,DIAPHRAGMATIC HERNIA WITH OBSTRUCTION
PODIAGTX,2013,DIAPHRAGMATIC HERNIA WITHOUT OBSTRUCTION OR GANGRENE
PODIAGTX,2013,DIASTASIS OF MUSCLE
PODIAGTX,2013,DIGESTIVE-GENITAL TRACT FISTULA FEMALE
PODIAGTX,2013,DISPROPORTION OF RECONSTRUCTED BREAST
PODIAGTX,2013,DISRUPTION OF EXTERNAL OPERATION (SURGICAL) WOUND
PODIAGTX,2013,DISSECTION OF AORTA ANEURYSM UNSPECIFIED SITE
PODIAGTX,2013,DISSECTION OF CAROTID ARTERY
PODIAGTX,2013,DIVERTICULITIS OF COLON (WITHOUT HEMORRHAGE)
PODIAGTX,2013,DIVERTICULITIS OF COLON WITH HEMORRHAGE
PODIAGTX,2013,DIVERTICULOSIS OF COLON (WITHOUT HEMORRHAGE)
PODIAGTX,2013,DIVERTICULUM OF BLADDER
PODIAGTX,2013,DYSPHAGIA UNSPECIFIED
PODIAGTX,2013,EMBOLISM AND THROMBOSIS OF ILIAC ARTERY
PODIAGTX,2013,EMBOLISM AND THROMBOSIS OF UNSPECIFIED ARTERY
PODIAGTX,2013,ENCOUNTER FOR BREAST RECONSTRUCTION FOLLOWING MASTECTOMY
PODIAGTX,2013,ENCOUNTER FOR PLANNED POST-OPERATIVE WOUND CLOSURE
PODIAGTX,2013,END STAGE RENAL DISEASE
PODIAGTX,2013,ENDOMETRIOSIS OF OTHER SPECIFIED SITES
PODIAGTX,2013,ESOPHAGEAL REFLUX
PODIAGTX,2013,FAMILY HISTORY OF MALIGNANT NEOPLASM OF BREAST
PODIAGTX,2013,FEEDING DIFFICULTIES AND MISMANAGEMENT
PODIAGTX,2013,FISTULA OF INTESTINE EXCLUDING RECTUM AND ANUS
PODIAGTX,2013,FITTING AND ADJUSTMENT OF NONVASCULAR CATHETER NOT ELSEWHERE CLASSIFIED
PODIAGTX,2013,FOREIGN BODY IN DIGESTIVE SYSTEM UNSPECIFIED
PODIAGTX,2013,FULL-THICKNESS SKIN LOSS DUE TO BURN (THIRD DEGREE) OF BACK OF HAND
PODIAGTX,2013,GANGRENE
PODIAGTX,2013,GOITER UNSPECIFIED
PODIAGTX,2013,HEMATOMA COMPLICATING A PROCEDURE
PODIAGTX,2013,HEMORRHAGE OF GASTROINTESTINAL TRACT UNSPECIFIED
PODIAGTX,2013,HERNIA OF UNSPECIFIED SITE WITH OBSTRUCTION
PODIAGTX,2013,HERNIA OF UNSPECIFIED SITE WITHOUT OBSTRUCTION OR GANGRENE
PODIAGTX,2013,HYPERPLASIA OF PROSTATE UNSPECIFIED WITH URINARY OBSTRUCTION AND OTHER LOWER URINARY TRACT SYMPTOMS (LUTS)
PODIAGTX,2013,HYPERTROPHY (BENIGN) OF PROSTATE WITH
PODIAGTX,2013,HYPERTROPHY OF BREAST
PODIAGTX,2013,HYPOPLASIA OF BREAST
PODIAGTX,2013,IMMUNE THROMBOCYTOPENIC PURPURA
PODIAGTX,2013,INCISIONAL HERNIA WITH OBSTRUCTION
PODIAGTX,2013,INCISIONAL HERNIA WITHOUT OBSTRUCTION OR GANGRENE
PODIAGTX,2013,INFECTION AND INFLAMMATORY REACTION DUE TO INTERNAL JOINT PROSTHESIS
PODIAGTX,2013,INFECTION AND INFLAMMATORY REACTION DUE TO OTHER INTERNAL PROSTHETIC DEVICE IMPLANT AND GRAFT
PODIAGTX,2013,INJURY TO DIAPHRAGM WITHOUT OPEN WOUND INTO CAVITY
PODIAGTX,2013,INTERNAL HEMORRHOIDS WITH OTHER COMPLICATION
PODIAGTX,2013,INTESTINAL INFECTION DUE TO CLOSTRIDIUM DIFFICILE
PODIAGTX,2013,INTESTINAL OR PERITONEAL ADHESIONS WITH OBSTRUCTION (POSTOPERATIVE) (POSTINFECTION)
PODIAGTX,2013,LAPAROSCOPIC SURGICAL PROCEDURE CONVERTED TO OPEN PROCEDURE
PODIAGTX,2013,LEIOMYOMA OF UTERUS UNSPECIFIED
PODIAGTX,2013,LIPOMA OF OTHER SKIN AND SUBCUTANEOUS TISSUE
PODIAGTX,2013,LIPOMA UNSPECIFIED SITE
PODIAGTX,2013,LOCALIZED ADIPOSITY
PODIAGTX,2013,LUMP OR MASS IN BREAST
PODIAGTX,2013,MALIGNANT CARCINOID TUMOR OF THE CECUM
PODIAGTX,2013,MALIGNANT MELANOMA OF SKIN OF LOWER LIMB INCLUDING HIP
PODIAGTX,2013,MALIGNANT NEOPLASM OF AMPULLA OF VATER
PODIAGTX,2013,MALIGNANT NEOPLASM OF ANUS UNSPECIFIED SITE
PODIAGTX,2013,MALIGNANT NEOPLASM OF APPENDIX VERMIFORMIS
PODIAGTX,2013,MALIGNANT NEOPLASM OF ASCENDING COLON
PODIAGTX,2013,MALIGNANT NEOPLASM OF BASE OF TONGUE
PODIAGTX,2013,MALIGNANT NEOPLASM OF BLADDER PART UNSPECIFIED
PODIAGTX,2013,MALIGNANT NEOPLASM OF BODY OF PANCREAS
PODIAGTX,2013,MALIGNANT NEOPLASM OF BREAST (FEMALE) UNSPECIFIED SITE
PODIAGTX,2013,MALIGNANT NEOPLASM OF CARDIA
PODIAGTX,2013,MALIGNANT NEOPLASM OF CECUM
PODIAGTX,2013,MALIGNANT NEOPLASM OF COLON UNSPECIFIED SITE
PODIAGTX,2013,MALIGNANT NEOPLASM OF CONNECTIVE AND OTHER SOFT TISSUE OF HEAD FACE AND NECK
PODIAGTX,2013,MALIGNANT NEOPLASM OF CORPUS UTERI EXCEPT ISTHMUS
PODIAGTX,2013,MALIGNANT NEOPLASM OF DESCENDING COLON
PODIAGTX,2013,MALIGNANT NEOPLASM OF DUODENUM
PODIAGTX,2013,MALIGNANT NEOPLASM OF ESOPHAGUS UNSPECIFIED SITE
PODIAGTX,2013,MALIGNANT NEOPLASM OF FLOOR OF MOUTH PART UNSPECIFIED
PODIAGTX,2013,MALIGNANT NEOPLASM OF GALLBLADDER
PODIAGTX,2013,MALIGNANT NEOPLASM OF GLOTTIS
PODIAGTX,2013,MALIGNANT NEOPLASM OF HEAD OF PANCREAS
PODIAGTX,2013,MALIGNANT NEOPLASM OF HEPATIC FLEXURE
PODIAGTX,2013,MALIGNANT NEOPLASM OF INTRAHEPATIC BILE DUCTS
PODIAGTX,2013,MALIGNANT NEOPLASM OF KIDNEY AND OTHER AND UNSPECIFIED URINARY ORGANS
PODIAGTX,2013,MALIGNANT NEOPLASM OF KIDNEY EXCEPT PELVIS
PODIAGTX,2013,MALIGNANT NEOPLASM OF LARYNGEAL CARTILAGES
PODIAGTX,2013,MALIGNANT NEOPLASM OF LARYNX UNSPECIFIED
PODIAGTX,2013,MALIGNANT NEOPLASM OF LIVER PRIMARY
PODIAGTX,2013,MALIGNANT NEOPLASM OF LIVER SECONDARY
PODIAGTX,2013,MALIGNANT NEOPLASM OF MAXILLARY SINUS
PODIAGTX,2013,MALIGNANT NEOPLASM OF NASAL CAVITIES
PODIAGTX,2013,MALIGNANT NEOPLASM OF NASOPHARYNX UNSPECIFIED SITE
PODIAGTX,2013,MALIGNANT NEOPLASM OF OTHER SPECIFIED SITES OF URINARY ORGANS
PODIAGTX,2013,MALIGNANT NEOPLASM OF OVARY
PODIAGTX,2013,MALIGNANT NEOPLASM OF PANCREAS PART UNSPECIFIED
PODIAGTX,2013,MALIGNANT NEOPLASM OF PHARYNX UNSPECIFIED
PODIAGTX,2013,MALIGNANT NEOPLASM OF PROSTATE
PODIAGTX,2013,MALIGNANT NEOPLASM OF RECTOSIGMOID JUNCTION
PODIAGTX,2013,MALIGNANT NEOPLASM OF RECTUM
PODIAGTX,2013,MALIGNANT NEOPLASM OF SIGMOID COLON
PODIAGTX,2013,MALIGNANT NEOPLASM OF STOMACH UNSPECIFIED SITE
PODIAGTX,2013,MALIGNANT NEOPLASM OF SUPRAGLOTTIS
PODIAGTX,2013,MALIGNANT NEOPLASM OF THYROID GLAND
PODIAGTX,2013,MALIGNANT NEOPLASM OF TONGUE UNSPECIFIED
PODIAGTX,2013,MALIGNANT NEOPLASM OF TRANSVERSE COLON
PODIAGTX,2013,MALIGNANT NEOPLASM OF URETER
PODIAGTX,2013,MALIGNANT POORLY DIFFERENTIATED NEUROENDOCRINE CARDINOMA ANY SITE
PODIAGTX,2013,MASTODYNIA
PODIAGTX,2013,MECHANICAL COMPLICATION OF BREAST PROSTHESIS
PODIAGTX,2013,MECHANICAL COMPLICATION OF OTHER VASCULAR DEVICE IMPLANT AND GRAFT
PODIAGTX,2013,MEGACOLON OTHER THAN HIRSCHSPRUNG'S
PODIAGTX,2013,MIXED INCONTINENCE (MALE) (FEMALE)
PODIAGTX,2013,NECROTIZING FASCIITIS
PODIAGTX,2013,NEOPLASM OF UNCERTAIN BEHAVIOR OF CONNECTIVE AND OTHER SOFT TISSUE
PODIAGTX,2013,NEOPLASM OF UNSPECIFIED NATURE OF DIGESTIVE SYSTEM
PODIAGTX,2013,NEOPLASM OF UNSPECIFIED NATURE OF ENDOCRINE GLANDS AND OTHER PARTS OF NERVOUS SYSTEM
PODIAGTX,2013,NON-HEALING SURGICAL WOUND
PODIAGTX,2013,NONTOXIC MULTINODULAR GOITER
PODIAGTX,2013,NONTOXIC UNINODULAR GOITER
PODIAGTX,2013,NULL
PODIAGTX,2013,OBSTRUCTION OF BILE DUCT
PODIAGTX,2013,OCCLUSION AND STENOSIS OF CAROTID ARTERY
PODIAGTX,2013,OCCLUSION AND STENOSIS OF CAROTID ARTERY WITH CEREBRAL INFARCTION
PODIAGTX,2013,OCCLUSION AND STENOSIS OF CAROTID ARTERY WITHOUT CEREBRAL INFARCTION
PODIAGTX,2013,OPEN WOUND OF FINGERS WITH TENDON INVOLVEMENT
PODIAGTX,2013,OPEN WOUND OF FOREARM WITHOUT COMPLICATION
PODIAGTX,2013,OPEN WOUND OF OTHER AND UNSPECIFIED PARTS OF TRUNK WITHOUT COMPLICATION
PODIAGTX,2013,OSTEOARTHROSIS UNSPECIFIED WHETHER GENERALIZED OR LOCALIZED INVOLVING LOWER LEG
PODIAGTX,2013,OTHER ACQUIRED DEFORMITY OF HEAD OTHER SPECIFIED DEFORMITY
PODIAGTX,2013,OTHER AFTERCARE INVOLVING THE USE OF PLASTIC SURGERY
PODIAGTX,2013,OTHER APPENDICITIS
PODIAGTX,2013,OTHER BENIGN NEOPLASM OF CONNECTIVE AND OTHER SOFT TISSUE OF ABDOMEN
PODIAGTX,2013,OTHER COMPLICATIONS DUE TO OTHER INTERNAL PROSTHETIC DEVICE IMPLANT AND GRAFT
PODIAGTX,2013,OTHER COMPLICATIONS DUE TO OTHER VASCULAR DEVICE IMPLANT AND GRAFT
PODIAGTX,2013,OTHER COMPLICATIONS DUE TO RENAL DIALYSIS DEVICE IMPLANT AND GRAFT
PODIAGTX,2013,OTHER CONGENITAL ANOMALIES OF GALLBLADDER BILE DUCTS AND LIVER
PODIAGTX,2013,OTHER CONGENITAL ANOMALIES OF INTESTINE
PODIAGTX,2013,OTHER CONGENITAL ANOMALIES OF NOSE
PODIAGTX,2013,OTHER FUNCTIONAL DISORDERS OF INTESTINE
PODIAGTX,2013,OTHER MALIGNANT LYMPHOMAS INVOLVING LYMPH NODES OF MULTIPLE SITES
PODIAGTX,2013,OTHER MALIGNANT LYMPHOMAS UNSPECIFIED SITE
PODIAGTX,2013,OTHER PLASTIC SURGERY FOR UNACCEPTABLE COSMETIC APPEARANCE
PODIAGTX,2013,OTHER POSTOPERATIVE INFECTION
PODIAGTX,2013,OTHER SPECIFIED BENIGN MAMMARY DYSPLASIAS
PODIAGTX,2013,OTHER SPECIFIED DISORDERS OF BREAST
PODIAGTX,2013,OTHER SPECIFIED DISORDERS OF GALLBLADDER
PODIAGTX,2013,OTHER SPECIFIED DISORDERS OF PERITONEUM
PODIAGTX,2013,OTHER SPECIFIED DISORDERS OF THYROID
PODIAGTX,2013,OTHER SPECIFIED ERYTHEMATOUS CONDITIONS
PODIAGTX,2013,OTHER SPECIFIED FORMS OF EFFUSION EXCEPT TUBERCULOUS
PODIAGTX,2013,OTHER SPECIFIED GENITAL PROLAPSE
PODIAGTX,2013,OTHER SPECIFIED HYPERTROPHIC AND ATROPHIC CONDITIONS OF SKIN
PODIAGTX,2013,OTHER SPECIFIED INTESTINAL OBSTRUCTION
PODIAGTX,2013,OTHER SUPPURATIVE PERITONITIS
PODIAGTX,2013,OTHER SYMPTOMS INVOLVING URINARY SYSTEM
PODIAGTX,2013,OTHER ULCERATIVE COLITIS
PODIAGTX,2013,OTHER VENTRAL HERNIA WITH OBSTRUCTION
PODIAGTX,2013,OTHER VENTRAL HERNIA WITHOUT OBSTRUCTION OR GANGRENE
PODIAGTX,2013,PERFORATION OF INTESTINE
